8.800000000000000000e+02 2.119999999999999929e+01 4.030000000000000000e+02
1.680000000000000000e+03 3.460000000000000142e+01 4.450000000000000000e+02
2.480000000000000000e+03 5.429999999999999716e+01 4.620000000000000000e+02
3.280000000000000000e+03 5.989999999999999858e+01 4.430000000000000000e+02
4.080000000000000000e+03 6.379999999999999716e+01 4.500000000000000000e+02
4.880000000000000000e+03 1.119000000000000057e+02 3.970000000000000000e+02
5.680000000000000000e+03 1.267999999999999972e+02 4.440000000000000000e+02
6.480000000000000000e+03 1.429000000000000057e+02 4.470000000000000000e+02
7.280000000000000000e+03 1.658000000000000114e+02 4.170000000000000000e+02
8.080000000000000000e+03 1.750000000000000000e+02 4.380000000000000000e+02
8.880000000000000000e+03 2.063000000000000114e+02 4.320000000000000000e+02
9.680000000000000000e+03 2.165000000000000000e+02 4.120000000000000000e+02
1.048000000000000000e+04 2.375999999999999943e+02 4.380000000000000000e+02
1.128000000000000000e+04 2.921999999999999886e+02 4.290000000000000000e+02
1.208000000000000000e+04 3.063999999999999773e+02 4.180000000000000000e+02
1.288000000000000000e+04 3.063999999999999773e+02 3.980000000000000000e+02
1.368000000000000000e+04 3.383999999999999773e+02 4.330000000000000000e+02
1.448000000000000000e+04 3.383999999999999773e+02 4.130000000000000000e+02
1.528000000000000000e+04 3.905000000000000000e+02 4.420000000000000000e+02
1.608000000000000000e+04 3.905000000000000000e+02 4.050000000000000000e+02
1.688000000000000000e+04 4.873999999999999773e+02 4.110000000000000000e+02
1.768000000000000000e+04 4.510000000000000000e+02 4.220000000000000000e+02
1.848000000000000000e+04 4.578999999999999773e+02 4.070000000000000000e+02
1.928000000000000000e+04 4.578999999999999773e+02 4.130000000000000000e+02
2.008000000000000000e+04 4.268000000000000114e+02 4.180000000000000000e+02
2.088000000000000000e+04 4.268000000000000114e+02 4.010000000000000000e+02
2.168000000000000000e+04 4.268000000000000114e+02 4.020000000000000000e+02
2.248000000000000000e+04 4.268000000000000114e+02 3.940000000000000000e+02
2.328000000000000000e+04 4.583000000000000114e+02 4.470000000000000000e+02
2.408000000000000000e+04 4.588999999999999773e+02 3.920000000000000000e+02
2.488000000000000000e+04 4.638000000000000114e+02 3.790000000000000000e+02
2.568000000000000000e+04 4.948999999999999773e+02 4.450000000000000000e+02
2.648000000000000000e+04 4.725000000000000000e+02 4.080000000000000000e+02
2.728000000000000000e+04 4.725000000000000000e+02 4.150000000000000000e+02
2.808000000000000000e+04 4.733000000000000114e+02 4.190000000000000000e+02
2.888000000000000000e+04 4.733000000000000114e+02 3.930000000000000000e+02
2.968000000000000000e+04 4.733000000000000114e+02 3.900000000000000000e+02
3.048000000000000000e+04 4.555000000000000000e+02 4.160000000000000000e+02
3.128000000000000000e+04 4.555000000000000000e+02 3.850000000000000000e+02
3.208000000000000000e+04 4.368000000000000114e+02 3.810000000000000000e+02
3.288000000000000000e+04 4.430000000000000000e+02 3.900000000000000000e+02
3.368000000000000000e+04 4.590000000000000000e+02 3.840000000000000000e+02
3.448000000000000000e+04 4.776999999999999886e+02 4.070000000000000000e+02
3.528000000000000000e+04 4.526000000000000227e+02 4.020000000000000000e+02
3.608000000000000000e+04 4.731000000000000227e+02 3.650000000000000000e+02
3.688000000000000000e+04 4.371000000000000227e+02 3.940000000000000000e+02
3.768000000000000000e+04 4.371000000000000227e+02 3.960000000000000000e+02
3.848000000000000000e+04 4.371000000000000227e+02 3.970000000000000000e+02
3.928000000000000000e+04 4.371000000000000227e+02 3.890000000000000000e+02
4.008000000000000000e+04 4.293999999999999773e+02 3.820000000000000000e+02
4.088000000000000000e+04 4.251000000000000227e+02 3.830000000000000000e+02
4.168000000000000000e+04 4.270000000000000000e+02 3.990000000000000000e+02
4.248000000000000000e+04 4.396000000000000227e+02 4.030000000000000000e+02
4.328000000000000000e+04 4.423000000000000114e+02 3.770000000000000000e+02
4.408000000000000000e+04 4.136999999999999886e+02 3.950000000000000000e+02
4.488000000000000000e+04 3.973999999999999773e+02 3.970000000000000000e+02
4.568000000000000000e+04 3.973999999999999773e+02 4.040000000000000000e+02
4.648000000000000000e+04 3.996999999999999886e+02 4.040000000000000000e+02
4.728000000000000000e+04 3.996999999999999886e+02 3.580000000000000000e+02
4.808000000000000000e+04 3.996999999999999886e+02 3.780000000000000000e+02
4.888000000000000000e+04 4.048999999999999773e+02 3.870000000000000000e+02
4.968000000000000000e+04 4.903000000000000114e+02 3.960000000000000000e+02
5.048000000000000000e+04 4.903000000000000114e+02 3.930000000000000000e+02
