1.680000000000000000e+03 -1.147928278000000120e+02 4.200000000000000000e+02
2.480000000000000000e+03 -2.084844342000000381e+02 4.920000000000000000e+02
3.280000000000000000e+03 -1.911680687999999861e+02 5.070000000000000000e+02
4.080000000000000000e+03 -8.322978919999999903e+01 4.900000000000000000e+02
4.880000000000000000e+03 -8.775734130000000732e+01 4.760000000000000000e+02
5.680000000000000000e+03 -7.245743949999999245e+01 5.280000000000000000e+02
6.480000000000000000e+03 -1.249324201999999957e+02 5.110000000000000000e+02
7.280000000000000000e+03 -1.459264334999999733e+02 5.210000000000000000e+02
8.080000000000000000e+03 -1.691084877000000120e+02 4.880000000000000000e+02
8.880000000000000000e+03 -1.311766707999999824e+02 5.120000000000000000e+02
9.680000000000000000e+03 -1.109135149999999896e+02 4.900000000000000000e+02
1.048000000000000000e+04 -1.204322845000000086e+02 5.060000000000000000e+02
1.128000000000000000e+04 -1.165582542000000075e+02 5.010000000000000000e+02
1.208000000000000000e+04 -1.009051984000000033e+02 4.990000000000000000e+02
1.288000000000000000e+04 -8.573194959999999298e+01 4.830000000000000000e+02
1.368000000000000000e+04 -1.492762527999999804e+02 5.010000000000000000e+02
1.448000000000000000e+04 -1.690674075000000016e+02 5.070000000000000000e+02
1.528000000000000000e+04 -1.675069365999999889e+02 4.990000000000000000e+02
1.608000000000000000e+04 -1.147036377999999957e+02 4.710000000000000000e+02
1.688000000000000000e+04 -1.299612804999999867e+02 5.020000000000000000e+02
1.768000000000000000e+04 -7.734993299999999294e+01 4.660000000000000000e+02
1.848000000000000000e+04 -6.537509609999999327e+01 4.660000000000000000e+02
1.928000000000000000e+04 -8.993035790000000418e+01 5.000000000000000000e+02
2.008000000000000000e+04 -4.511574230000000085e+01 4.670000000000000000e+02
2.088000000000000000e+04 -6.497906199999999899e+01 4.660000000000000000e+02
2.168000000000000000e+04 -3.277435440000000000e+01 5.070000000000000000e+02
2.248000000000000000e+04 -6.630331289999999456e+01 4.730000000000000000e+02
2.328000000000000000e+04 -8.369550499999999715e+01 4.800000000000000000e+02
2.408000000000000000e+04 -1.179170006999999885e+02 4.800000000000000000e+02
2.488000000000000000e+04 -1.005527702000000119e+02 4.650000000000000000e+02
2.568000000000000000e+04 -1.254686348000000180e+02 5.010000000000000000e+02
2.648000000000000000e+04 -7.018604899999999702e+01 4.130000000000000000e+02
2.728000000000000000e+04 -8.425292720000000202e+01 4.540000000000000000e+02
2.808000000000000000e+04 -6.512793719999999098e+01 4.620000000000000000e+02
2.888000000000000000e+04 -7.225375979999999743e+01 4.560000000000000000e+02
2.968000000000000000e+04 -1.037115459999999985e+02 4.450000000000000000e+02
3.048000000000000000e+04 -1.217080117999999800e+02 4.500000000000000000e+02
3.128000000000000000e+04 -1.169511118000000067e+02 4.720000000000000000e+02
3.208000000000000000e+04 -1.324094081999999730e+02 4.150000000000000000e+02
3.288000000000000000e+04 -4.867139809999999756e+01 4.380000000000000000e+02
3.368000000000000000e+04 -5.475109640000000866e+01 4.390000000000000000e+02
3.448000000000000000e+04 -4.516201360000000165e+01 4.360000000000000000e+02
3.528000000000000000e+04 -6.490071600000000274e+01 4.220000000000000000e+02
